"","Name","OncoTree1","OncoTree2","Age","PrimaryOrMetastasis","SampleCollectionSite","Sex","Top_Sensitive_Drugs","Bottom_Resistant_Drugs","nb_drugs"
"400","JHH-6","Liver","Hepatocellular Carcinoma (HCC)",57,"Primary","liver","Female","ouabain ; dinaciclib ; cucurbitacin I ; alvocidib (CTR) ; leptomycin B ; methotrexate (FDA) ; 1S-3R-RSL-3 ; ML162 ; omacetaxine mepesuccinate (FDA) ; panobinostat (FDA)","trametinib (FDA) ; AT13387 (CTR) ; fluorouracil (FDA) ; PF-184 ; chlorambucil (FDA) ; barasertib ; neuronal differentiation inducer III ; dexamethasone ; serdemetan ; clofarabine (FDA)","415"
"401","JHH-7","Liver","Hepatocellular Carcinoma (HCC)",53,"Primary","liver","Male",NA,NA,NA
"402","JHOC-5","Ovary","Ovarian Epithelial Tumor (OVT)",47,"Primary","ovary","Female","leptomycin B ; 1S-3R-RSL-3 ; ouabain ; panobinostat (FDA) ; gemcitabine (FDA) ; CR-1-31B ; ML162 ; ML210 ; brefeldin A ; clofarabine (FDA)","Ki8751 ; parthenolide ; tigecycline ; CCT036477 ; ML050 ; vemurafenib (FDA) ; dexamethasone ; GSK4112 ; EX-527 ; BRD-K41597374","404"
"403","JHOM-1","Ovary","Ovarian Epithelial Tumor (OVT)",88,"Primary","ovary","Female","oligomycin A ; BRD-K97651142 ; leptomycin B ; dinaciclib ; CR-1-31B ; docetaxel (FDA) ; ouabain ; SB-743921 ; AZD8055 (CTR) ; avicin D","gemcitabine (FDA) ; daporinad ; GDC-0879 ; betulinic acid ; ML320 ; ciclosporin ; procarbazine (FDA) ; AZ-3146 ; SU11274 ; BRD-A02303741","407"
"404","JHOM-2B","Ovary","Ovarian Epithelial Tumor (OVT)",56,"Primary","ovary","Female",NA,NA,NA
"405","JHOS-2","Ovary","Ovarian Epithelial Tumor (OVT)",45,"Primary","ovary","Female","leptomycin B ; 1S-3R-RSL-3 ; ouabain ; ML210 ; ML162 ; YM-155 (CTR) ; panobinostat (FDA) ; omacetaxine mepesuccinate (FDA) ; SR-II-138A ; CR-1-31B","BRD-K55116708 ; brivanib ; nilotinib (FDA) ; myricetin ; BRD-K50799972 ; vemurafenib (FDA) ; pifithrin-mu ; methotrexate (FDA) ; GDC-0879 ; NPC-26","416"
"406","JHOS-4","Ovary","Ovarian Epithelial Tumor (OVT)",44,"Primary","ovary","Female",NA,NA,NA
"407","JHUEM-1","Uterus","Endometrial Carcinoma (UCEC)",56,"Primary","endometrium","Female","BRD-K99006945 ; ouabain ; dinaciclib ; DNMDP ; omacetaxine mepesuccinate (FDA) ; CR-1-31B ; leptomycin B ; oligomycin A ; SR-II-138A ; paclitaxel (FDA)","BRD-K51831558 ; SJ-172550 ; NSC30930 ; AC55649 ; thalidomide ; BRD-K16147474 ; GSK2636771 ; BRD-K02492147 ; ML334 diastereomer ; BRD-K50799972","411"
"408","JHUEM-2","Uterus","Endometrial Carcinoma (UCEC)",62,"Primary","endometrium","Female","leptomycin B ; ouabain ; doxorubicin (FDA) ; SB-743921 ; mitomycin (FDA) ; bleomycin A2 ; topotecan (FDA) ; gemcitabine (FDA) ; rigosertib ; barasertib","BRD-K34099515 ; ML203 ; spautin-1 ; AGK-2 ; BRD-K44224150 ; bexarotene ; ML083 ; CID-5951923 ; PRL-3 inhibitor I ; CI-976","396"
"409","JHUEM-3","Uterus","Endometrial Carcinoma (UCEC)",60,"Primary","endometrium","Female","dasatinib (FDA) ; leptomycin B ; ouabain ; paclitaxel (FDA) ; panobinostat (FDA) ; docetaxel (FDA) ; AZD7762 (CTR) ; gemcitabine (FDA) ; SB-743921 ; BI-2536 (CTR)","SU11274 ; betulinic acid ; itraconazole (CTR) ; AZD7545 ; procarbazine (FDA) ; BRD-K48477130 ; Compound 1541A ; BRD-A05715709 ; elocalcitol ; IU1","390"
"410","JHUEM7","Uterus",NA,58,"Primary","endometrium","Female",NA,NA,NA
"411","JIMT-1","Breast","Breast Carcinoma (BRCA)",62,"Metastatic","pleural effusion","Female","ouabain ; 1S-3R-RSL-3 ; panobinostat (FDA) ; SB-743921 ; paclitaxel (FDA) ; vincristine (FDA) ; ML162 ; leptomycin B ; CAY10618 ; daporinad","BRD-K02492147 ; BRD-K86535717 ; cytochalasin B ; quizartinib (CTR) ; BRD-K17060750 ; UNC0321 ; betulinic acid ; BRD-K78574327 ; L-685458 ; dexamethasone","405"
"412","JJN-3","Blood","Multiple Myeloma (MM)",57,"Primary","bone marrow","Female","leptomycin B ; vincristine (FDA) ; SB-743921 ; docetaxel (FDA) ; dinaciclib ; paclitaxel (FDA) ; BI-2536 (CTR) ; GSK461364 ; panobinostat (FDA) ; PF-3758309","BRD-K17060750 ; bexarotene ; procarbazine (FDA) ; erismodegib ; A-804598 ; betulinic acid ; SZ4TA2 ; myricetin ; GSK2636771 ; pitstop2","418"
"413","JK-1","Blood","Leukemia (LEUK)",58,"Primary","haematopoietic and lymphoid tissue","Male","dasatinib (FDA) ; leptomycin B ; oligomycin A ; vincristine (FDA) ; nilotinib (FDA) ; SB-743921 ; pluripotin ; doxorubicin (FDA) ; panobinostat (FDA) ; GSK461364","KH-CB19 ; temozolomide ; C6-ceramide ; CI-976 ; ML050 ; JW-55 ; SU11274 ; BMS-195614 ; WAY-362450 ; MK-0752","365"
"414","JL-1","Mesothelium","Mesothelioma (MESO)",54,"Primary","pleura","Male","dinaciclib ; ouabain ; panobinostat (FDA) ; SB-743921 ; CR-1-31B ; omacetaxine mepesuccinate (FDA) ; brefeldin A ; AZD8055 (CTR) ; SNS-032 ; vincristine (FDA)","NSC48300 ; CAY10618 ; decitabine (FDA) ; AM-580 ; AGK-2 ; ML334 diastereomer ; vemurafenib (FDA) ; CHIR-99021 ; PI-103 ; BRD-K04800985","416"
"415","JM1","Lymph","Non-Hodgkin's Lymphoma (NHL)",NA,"Primary","haematopoietic and lymphoid tissue","Male","dinaciclib ; gemcitabine (FDA) ; GSK461364 ; SB-743921 ; panobinostat (FDA) ; leptomycin B ; BI-2536 (CTR) ; ouabain ; vincristine (FDA) ; clofarabine (FDA)","BRD-K33199242 ; betulinic acid ; AGK-2 ; KH-CB19 ; IC-87114 ; JW-480 ; SR1001 ; PLX-4720 ; BCL-LZH-4 ; BRD-K09587429","398"
"416","JMSU-1","Bladder_Urinary_Tract",NA,75,"Metastatic","ascites","Male","ouabain ; leptomycin B ; SB-743921 ; CR-1-31B ; paclitaxel (FDA) ; daporinad ; AZD4547 ; tanespimycin (CTR) ; BI-2536 (CTR) ; CAY10618","vemurafenib (FDA) ; BRD8899 ; ciclosporin ; BRD-K44224150 ; AGK-2 ; procarbazine (FDA) ; BRD-K17060750 ; BRD-K64610608 ; ABT-737 ; BRD-K51490254","401"
"417","JURKAT","Blood","Leukemia (LEUK)",14,"Primary","haematopoietic and lymphoid tissue","Male","leptomycin B ; paclitaxel (FDA) ; SB-743921 ; GSK461364 ; panobinostat (FDA) ; rigosertib ; oligomycin A ; ouabain ; BI-2536 (CTR) ; CR-1-31B","procarbazine (FDA) ; cyclophosphamide (FDA) ; BRD-K34099515 ; tamoxifen (FDA) ; WAY-362450 ; ML083 ; erismodegib ; necrostatin-7 ; ifosfamide (FDA) ; CID-5951923","398"
"418","JURL-MK1","Blood","Leukemia (LEUK)",73,"Primary","haematopoietic and lymphoid tissue","Male","dasatinib (FDA) ; leptomycin B ; paclitaxel (FDA) ; nilotinib (FDA) ; SB-743921 ; pluripotin ; decitabine (FDA) ; gemcitabine (FDA) ; clofarabine (FDA) ; vincristine (FDA)","BRD-K04800985 ; CID-5951923 ; IC-87114 ; EX-527 ; nelarabine (FDA) ; ML083 ; DNMDP ; GSK4112 ; sitagliptin ; temozolomide","370"
"419","JVM-2","Blood","Leukemia (LEUK)",63,"","haematopoietic and lymphoid tissue","Female","leptomycin B ; 1S-3R-RSL-3 ; dasatinib (FDA) ; panobinostat (FDA) ; ZSTK474 (CTR) ; SB-743921 ; ML210 ; CAL-101 (FDA) ; CR-1-31B ; paclitaxel (FDA)","BRD-K48334597 ; importazole ; AGK-2 ; CAY10594 ; BRD-K75293299 ; staurosporine ; nintedanib ; SB-431542 ; cyclophosphamide (FDA) ; BRD-K27986637","211"
"420","JVM-3","Blood","Leukemia (LEUK)",73,"","haematopoietic and lymphoid tissue","Male","vincristine (FDA) ; SB-743921 ; leptomycin B ; panobinostat (FDA) ; doxorubicin (FDA) ; CR-1-31B ; bleomycin A2 ; ouabain ; GSK461364 ; temsirolimus (FDA)","BRD-K64610608 ; hyperforin ; ML203 ; BRD8958 ; nelarabine (FDA) ; dexamethasone ; BRD-K37390332 ; BRD-K30019337 ; BRD-K84807411 ; BRD-K44224150","387"
"421","K-562","Blood","Leukemia (LEUK)",53,"Metastatic","pleural effusion","Female","SB-743921 ; leptomycin B ; docetaxel (FDA) ; paclitaxel (FDA) ; dasatinib (FDA) ; BI-2536 (CTR) ; panobinostat (FDA) ; methotrexate (FDA) ; KX2-391 ; GSK461364","dexamethasone ; BRD-K37390332 ; BRD-K09587429 ; BRD-K17060750 ; AGK-2 ; birinapant ; BRD-K33199242 ; IC-87114 ; BRD-K04800985 ; GSK2636771","412"
"422","K029AX","Skin","Melanoma (MEL)",NA,"Primary","skin","Unknown","dinaciclib ; panobinostat (FDA) ; SB-743921 ; methotrexate (FDA) ; ouabain ; CR-1-31B ; leptomycin B ; omacetaxine mepesuccinate (FDA) ; BRD-K99006945 ; GSK461364","SRT-1720 ; SU11274 ; BRD1835 ; betulinic acid ; NPC-26 ; BRD1378 ; KU-60019 ; birinapant ; ciclosporin ; GSK4112","411"
"423","KALS-1","Brain_CNS",NA,74,"Primary","central nervous system","Female","leptomycin B ; 1S-3R-RSL-3 ; vincristine (FDA) ; omacetaxine mepesuccinate (FDA) ; BI-2536 (CTR) ; GSK461364 ; doxorubicin (FDA) ; ML210 ; SB-743921 ; panobinostat (FDA)","dexamethasone ; ML203 ; palmostatin B ; darinaparsin ; sotrastaurin ; abiraterone (FDA) ; pitstop2 ; Repligen 136 ; CCT036477 ; nelarabine (FDA)","407"
"424","KARPAS-299","Lymph","Non-Hodgkin's Lymphoma (NHL)",25,"","haematopoietic and lymphoid tissue","Male","BI-2536 (CTR) ; leptomycin B ; GSK461364 ; SB-743921 ; CR-1-31B ; panobinostat (FDA) ; ouabain ; gemcitabine (FDA) ; rigosertib ; vincristine (FDA)","BRD-K64610608 ; VAF-347 ; ML334 diastereomer ; BRD8958 ; hyperforin ; CID-5951923 ; CAY10594 ; PYR-41 ; erismodegib ; BRD-K24690302","348"
"425","KARPAS-422","Lymph","Non-Hodgkin's Lymphoma (NHL)",73,"Metastatic","pleural effusion","Female","CR-1-31B ; leptomycin B ; SB-743921 ; panobinostat (FDA) ; vincristine (FDA) ; dinaciclib ; brefeldin A ; docetaxel (FDA) ; ouabain ; omacetaxine mepesuccinate (FDA)","erismodegib ; BRD8958 ; procarbazine (FDA) ; PLX-4720 ; ML334 diastereomer ; BRD-K50799972 ; BRD-K37390332 ; SZ4TA2 ; CHIR-99021 ; BRD-K17060750","407"
"426","KARPAS-620","Blood","Multiple Myeloma (MM)",77,"Primary","haematopoietic and lymphoid tissue","Female","1S-3R-RSL-3 ; doxorubicin (FDA) ; ciclosporin ; obatoclax (CTR) ; ML210 ; ML162 ; PRIMA-1 ; cytarabine hydrochloride ; marinopyrrole A ; SMER-3","MLN2238 ; bortezomib (FDA) ; brefeldin A ; elocalcitol ; decitabine (FDA) ; paclitaxel (FDA) ; YK 4-279 ; erlotinib (FDA) ; SB-225002 ; BRD-K09344309","399"
"427","KASUMI-1","Blood","Leukemia (LEUK)",7,"Primary","haematopoietic and lymphoid tissue","Male","panobinostat (FDA) ; leptomycin B ; omacetaxine mepesuccinate (FDA) ; CR-1-31B ; AZD7762 (CTR) ; SB-743921 ; GSK461364 ; dinaciclib ; foretinib (CTR) ; docetaxel (FDA)","procarbazine (FDA) ; AA-COCF3 ; betulinic acid ; BRD1835 ; BRD-K09587429 ; BRD8958 ; istradefylline ; ML334 diastereomer ; L-685458 ; BRD-K17060750","403"
"428","KASUMI-2","Blood","Leukemia (LEUK)",15,"","bone marrow","Male","leptomycin B ; SB-743921 ; panobinostat (FDA) ; paclitaxel (FDA) ; dinaciclib ; docetaxel (FDA) ; ABT-199 ; ouabain ; clofarabine (FDA) ; 1S-3R-RSL-3","bexarotene ; quizartinib (CTR) ; EX-527 ; ML083 ; VER-155008 ; BRD-A05715709 ; CAY10576 ; VAF-347 ; CI-976 ; BRD-K99006945","418"
"429","Kasumi-6","Blood","Leukemia (LEUK)",64,"Primary","haematopoietic and lymphoid tissue","Male",NA,NA,NA
"430","KATO III","Esophagus_Stomach","Esophagogastric Adenocarcinoma (EGC)",57,"Metastatic","pleural effusion","Male","foretinib (CTR) ; pluripotin ; AZD4547 ; CR-1-31B ; SB-743921 ; leptomycin B ; dinaciclib ; AT13387 (CTR) ; cediranib ; MLN2238","tretinoin (FDA) ; EX-527 ; AC55649 ; BRD-A71883111 ; thalidomide ; BMS-270394 ; SZ4TA2 ; temozolomide ; C6-ceramide ; WAY-362450","346"
"431","KCI-MOH1","Pancreas","Pancreatic Adenocarcinoma (PAAD)",64,"Primary","pancreas","Female",NA,NA,NA
"432","KCL-22","Blood","Leukemia (LEUK)",32,"","pleural effusion","Female","dasatinib (FDA) ; leptomycin B ; SB-743921 ; GSK461364 ; panobinostat (FDA) ; ouabain ; rigosertib ; nilotinib (FDA) ; BI-2536 (CTR) ; pluripotin","bexarotene ; cyclophosphamide (FDA) ; erismodegib ; procarbazine (FDA) ; necrostatin-7 ; ML083 ; tamoxifen (FDA) ; BRD8958 ; myricetin ; CID-5951923","398"
"433","KD","Soft_Tissue",NA,0,"","soft tissue","Female",NA,NA,NA
"434","KE-37","Blood","Leukemia (LEUK)",27,"Primary","haematopoietic and lymphoid tissue","Male","SB-743921 ; leptomycin B ; GSK461364 ; paclitaxel (FDA) ; panobinostat (FDA) ; vincristine (FDA) ; neopeltolide ; MK-1775 ; cytarabine hydrochloride ; BI-2536 (CTR)","PLX-4720 ; DNMDP ; ML083 ; BRD-K71781559 ; procarbazine (FDA) ; EX-527 ; FSC231 ; ML312 ; CID-5951923 ; GSK4112","353"
"435","KE-39","Esophagus_Stomach",NA,77,"Metastatic","lymph node","Male","panobinostat (FDA) ; 1S-3R-RSL-3 ; methotrexate (FDA) ; ML210 ; ML162 ; avicin D ; brefeldin A ; canertinib ; obatoclax (CTR) ; lapatinib (FDA)","BRD-K34099515 ; daporinad ; BRD-K44224150 ; KH-CB19 ; NSC 74859 ; SR1001 ; semagacestat ; BRD-K29086754 ; BRD-A02303741 ; SRT-1720","477"
"436","KE-97","Blood","Multiple Myeloma (MM)",52,"Metastatic","abdomen","Male","leptomycin B ; paclitaxel (FDA) ; SB-743921 ; vincristine (FDA) ; panobinostat (FDA) ; doxorubicin (FDA) ; ouabain ; gemcitabine (FDA) ; CR-1-31B ; KX2-391","parthenolide ; 16-beta-bromoandrosterone ; ML258 ; blebbistatin ; procarbazine (FDA) ; BRD-K34485477 ; BRD-K16147474 ; FSC231 ; 968 ; ML312","400"
"437","KELLY","Brain_CNS","Embryonal Tumor (EMBT)",1,"Primary","autonomic ganglia","Female","BI-2536 (CTR) ; SB-743921 ; leptomycin B ; GSK461364 ; panobinostat (FDA) ; AZD7762 (CTR) ; CR-1-31B ; rigosertib ; CAY10618 ; cytarabine hydrochloride","BRD-K64610608 ; BRD9876 ; parthenolide ; myricetin ; isonicotinohydroxamic acid ; EX-527 ; vemurafenib (FDA) ; abiraterone (FDA) ; GDC-0879 ; birinapant","379"
"438","KG-1","Blood","Leukemia (LEUK)",59,"Primary","bone marrow","Male",NA,NA,NA
"439","KG-1-C","Brain_CNS","Diffuse Glioma (DIFG)",13,"Primary","central nervous system","Male","avicin D ; leptomycin B ; panobinostat (FDA) ; 1S-3R-RSL-3 ; obatoclax (CTR) ; ML210 ; docetaxel (FDA) ; ML162 ; dasatinib (FDA) ; pluripotin","dexamethasone ; pevonedistat (CTR) ; BRD-K17060750 ; Ch-55 ; birinapant ; quizartinib (CTR) ; BRD-K13999467 ; tretinoin (FDA) ; linsitinib (CTR) ; ML006","406"
"440","KHM-1B","Blood","Multiple Myeloma (MM)",53,"Primary","pleural effusion","Male","leptomycin B ; SB-743921 ; vincristine (FDA) ; neopeltolide ; panobinostat (FDA) ; oligomycin A ; ouabain ; SNX-2112 ; CR-1-31B ; 1S-3R-RSL-3","BRD-K34485477 ; parthenolide ; hyperforin ; ML320 ; BRD-K66532283 ; ML239 ; ML312 ; BRD-K29313308 ; ML203 ; PRL-3 inhibitor I","383"
"441","Ki-JK","Lymph","Non-Hodgkin's Lymphoma (NHL)",15,"","pleural effusion","Male","leptomycin B ; panobinostat (FDA) ; 1S-3R-RSL-3 ; ouabain ; NVP-TAE684 ; CR-1-31B ; vincristine (FDA) ; rigosertib ; BI-2536 (CTR) ; SR-II-138A","hyperforin ; AM-580 ; QS-11 ; NSC30930 ; SGX-523 ; quizartinib (CTR) ; MI-1 ; ifosfamide (FDA) ; SU11274 ; BEC","389"
"442","KLE","Uterus","Endometrial Carcinoma (UCEC)",68,"Primary","endometrium","Female","leptomycin B ; panobinostat (FDA) ; SB-743921 ; ouabain ; austocystin D ; GSK461364 ; 1S-3R-RSL-3 ; ML162 ; birinapant ; pluripotin","azacitidine (FDA) ; daporinad ; Compound 1541A ; nelarabine (FDA) ; erismodegib ; isoliquiritigenin ; bexarotene ; BRD-K64610608 ; EX-527 ; BRD8958","376"
"443","KLM-1","Pancreas","Pancreatic Adenocarcinoma (PAAD)",NA,"Metastatic","liver","Male",NA,NA,NA
"444","KM-H2","Lymph","Hodgkin's Lymphoma (HL)",37,"Metastatic","pleural effusion","Male","leptomycin B ; GSK461364 ; panobinostat (FDA) ; SB-743921 ; ouabain ; rigosertib ; CR-1-31B ; BI-2536 (CTR) ; daporinad ; SR-II-138A","parthenolide ; ML083 ; tamoxifen (FDA) ; BRD-K34099515 ; procarbazine (FDA) ; bexarotene ; BRD8958 ; CID-5951923 ; EX-527 ; ifosfamide (FDA)","397"
"445","KM12","Bowel","Colorectal Adenocarcinoma (COADREAD)",NA,"Primary","large intestine","Unknown","leptomycin B ; SB-743921 ; BI-2536 (CTR) ; CR-1-31B ; AZD7762 (CTR) ; GSK461364 ; paclitaxel (FDA) ; ouabain ; foretinib (CTR) ; vincristine (FDA)","KH-CB19 ; darinaparsin ; palmostatin B ; dexamethasone ; JW-55 ; CI-976 ; NSC19630 ; CCT036477 ; BRD-K92856060 ; AC55649","400"
"446","KMBC-2","Bladder_Urinary_Tract",NA,NA,"Primary","urinary tract","Unknown","ouabain ; leptomycin B ; panobinostat (FDA) ; avicin D ; SB-743921 ; oligomycin A ; CR-1-31B ; navitoclax (CTR) ; dinaciclib ; brefeldin A","AZ-3146 ; mitomycin (FDA) ; methotrexate (FDA) ; SJ-172550 ; betulinic acid ; WAY-362450 ; procarbazine (FDA) ; BRD-K51831558 ; NSC 74859 ; BRD-K13999467","419"
"447","KMM-1","Blood","Multiple Myeloma (MM)",62,"Primary","haematopoietic and lymphoid tissue","Male","doxorubicin (FDA) ; BRD-K97651142 ; BMS-536924 ; obatoclax (CTR) ; 1S-3R-RSL-3 ; RAF265 (CTR) ; valdecoxib ; epigallocatechin-3-monogallate ; cucurbitacin I ; ML162","necrostatin-7 ; canertinib ; PF-184 ; QS-11 ; AM-580 ; parthenolide ; cimetidine ; bardoxolone methyl ; JW-480 ; tandutinib","344"
"448","KMRC-1","Kidney","Renal Cell Carcinoma (RCC)",NA,"Primary","kidney","Male","ouabain ; CR-1-31B ; dinaciclib ; omacetaxine mepesuccinate (FDA) ; SR-II-138A ; brefeldin A ; AZD8055 (CTR) ; alvocidib (CTR) ; panobinostat (FDA) ; dasatinib (FDA)","elocalcitol ; procarbazine (FDA) ; BRD8958 ; pifithrin-mu ; AZ-3146 ; nilotinib (FDA) ; temozolomide ; HC-067047 ; birinapant ; C6-ceramide","418"
"449","KMRC-2","Kidney","Renal Cell Carcinoma (RCC)",NA,"Primary","kidney","Male","ouabain ; panobinostat (FDA) ; brefeldin A ; 1S-3R-RSL-3 ; AZD8055 (CTR) ; dasatinib (FDA) ; ML162 ; pluripotin ; AZD7762 (CTR) ; leptomycin B","dexamethasone ; ML320 ; GDC-0879 ; cytarabine hydrochloride ; BRD-K02492147 ; BRD8958 ; procarbazine (FDA) ; BRD-K55116708 ; BRD-K64610608 ; BRD-K04800985","420"
"450","KMRC-20","Kidney","Renal Cell Carcinoma (RCC)",NA,"Primary","kidney","Unknown","neopeltolide ; 1S-3R-RSL-3 ; ouabain ; panobinostat (FDA) ; ML162 ; BRD-K97651142 ; ML210 ; CR-1-31B ; brefeldin A ; bardoxolone methyl","BRD-K27986637 ; BRD8899 ; BRD-K66532283 ; tigecycline ; GMX-1778 ; erismodegib ; quizartinib (CTR) ; BRD-K29313308 ; BRD-K86535717 ; PLX-4720","406"
"451","KMRC-3","Kidney","Renal Cell Carcinoma (RCC)",NA,"Primary","kidney","Male","dinaciclib ; ouabain ; BRD-A86708339 ; omacetaxine mepesuccinate (FDA) ; CR-1-31B ; 1S-3R-RSL-3 ; brefeldin A ; GSK461364 ; RITA ; dasatinib (FDA)","BRD-K17060750 ; itraconazole (CTR) ; pifithrin-mu ; hyperforin ; lovastatin ; A-804598 ; ML050 ; BRD-K42260513 ; nilotinib (FDA) ; NSC23766","354"
"452","KMS-11","Blood","Multiple Myeloma (MM)",67,"Primary","pleural effusion","Female","paclitaxel (FDA) ; leptomycin B ; SB-743921 ; vincristine (FDA) ; BI-2536 (CTR) ; GSK461364 ; panobinostat (FDA) ; CR-1-31B ; bardoxolone methyl ; parbendazole","AC55649 ; BMS-270394 ; ML203 ; palmostatin B ; KH-CB19 ; CI-976 ; pitstop2 ; MI-1 ; veliparib (CTR) ; UNC0321","379"
"453","KMS-12-BM","Blood","Multiple Myeloma (MM)",64,"Primary","bone marrow","Female","paclitaxel (FDA) ; leptomycin B ; SB-743921 ; GSK461364 ; vincristine (FDA) ; panobinostat (FDA) ; oligomycin A ; CR-1-31B ; BI-2536 (CTR) ; 1S-3R-RSL-3","BRD-K64610608 ; hyperforin ; abiraterone (FDA) ; myricetin ; EX-527 ; birinapant ; ifosfamide (FDA) ; CID-5951923 ; semagacestat ; A-804598","381"
"454","KMS-18","Blood","Multiple Myeloma (MM)",60,"Primary","haematopoietic and lymphoid tissue","Male","leptomycin B ; SB-743921 ; paclitaxel (FDA) ; GSK461364 ; vincristine (FDA) ; BI-2536 (CTR) ; ouabain ; CR-1-31B ; panobinostat (FDA) ; AZD8055 (CTR)","BRD-K64610608 ; parthenolide ; abiraterone (FDA) ; isonicotinohydroxamic acid ; nelarabine (FDA) ; EX-527 ; A-804598 ; myricetin ; BRD-K04800985 ; daporinad","396"
"455","KMS-20","Blood","Multiple Myeloma (MM)",65,"Primary","bone marrow","Female","leptomycin B ; ouabain ; dinaciclib ; panobinostat (FDA) ; SB-743921 ; docetaxel (FDA) ; KPT185 ; paclitaxel (FDA) ; omacetaxine mepesuccinate (FDA) ; CR-1-31B","BRD-K17060750 ; procarbazine (FDA) ; C6-ceramide ; betulinic acid ; AC55649 ; MK-0752 ; CID-5951923 ; XL765 ; veliparib (CTR) ; RG-108","418"
"456","KMS-21BM","Blood","Multiple Myeloma (MM)",62,"Primary","haematopoietic and lymphoid tissue","Male","paclitaxel (FDA) ; leptomycin B ; panobinostat (FDA) ; SB-743921 ; vincristine (FDA) ; oligomycin A ; CR-1-31B ; gemcitabine (FDA) ; SR-II-138A ; ouabain","parthenolide ; nelarabine (FDA) ; MK-0752 ; bexarotene ; ML203 ; cyclophosphamide (FDA) ; ifosfamide (FDA) ; BRD-K71781559 ; MI-1 ; LY-2157299","357"
"457","KMS-26","Blood","Multiple Myeloma (MM)",50,"Primary","pleural effusion","Male","SB-743921 ; paclitaxel (FDA) ; panobinostat (FDA) ; 1S-3R-RSL-3 ; leptomycin B ; vincristine (FDA) ; temsirolimus (FDA) ; apicidin ; ML210 ; elocalcitol","AC55649 ; BRD-K64610608 ; cabozantinib (FDA) ; temozolomide ; AGK-2 ; BRD-K37390332 ; procarbazine (FDA) ; nelarabine (FDA) ; BRD8958 ; azacitidine (FDA)","363"
"458","KMS-27","Blood","Multiple Myeloma (MM)",52,"Primary","haematopoietic and lymphoid tissue","Male","SB-743921 ; leptomycin B ; vincristine (FDA) ; paclitaxel (FDA) ; panobinostat (FDA) ; ouabain ; SR-II-138A ; CR-1-31B ; ABT-737 ; rigosertib","azacitidine (FDA) ; EX-527 ; BRD-K64610608 ; BRD-K34099515 ; myricetin ; BRD-K24690302 ; PLX-4720 ; brivanib ; ML203 ; Compound 1541A","380"
"459","KMS-28BM","Blood","Multiple Myeloma (MM)",77,"Primary","haematopoietic and lymphoid tissue","Female","SB-743921 ; leptomycin B ; paclitaxel (FDA) ; GSK461364 ; vincristine (FDA) ; AM-580 ; AZD8055 (CTR) ; 1S-3R-RSL-3 ; panobinostat (FDA) ; CR-1-31B","dacarbazine (FDA) ; parthenolide ; erlotinib (FDA) ; SCH-529074 ; nelarabine (FDA) ; NSC30930 ; BRD-K88742110 ; BRD-K04800985 ; ifosfamide (FDA) ; BRD-K16147474","259"
"460","KMS-34","Blood","Multiple Myeloma (MM)",60,"Primary","pleural effusion","Female","SB-743921 ; paclitaxel (FDA) ; GSK461364 ; leptomycin B ; AZD8055 (CTR) ; vincristine (FDA) ; sirolimus (FDA) ; panobinostat (FDA) ; BI-2536 (CTR) ; temsirolimus (FDA)","parthenolide ; ML334 diastereomer ; BRD-K09344309 ; birinapant ; BRD8958 ; abiraterone (FDA) ; azacitidine (FDA) ; MK-0752 ; temozolomide ; SCH-529074","373"
"461","KNS-42","Brain_CNS",NA,16,"Primary","central nervous system","Male","oligomycin A ; MLN2238 ; methotrexate (FDA) ; 1S-3R-RSL-3 ; paclitaxel (FDA) ; BI-2536 (CTR) ; SB-743921 ; bardoxolone methyl ; ML162 ; ouabain","GDC-0879 ; BRD1378 ; veliparib (CTR) ; ML334 diastereomer ; BRD-K37390332 ; decitabine (FDA) ; NSC19630 ; ciclosporin ; BRD-K51831558 ; ML258","343"
"462","KNS-60","Brain_CNS","Diffuse Glioma (DIFG)",55,"Primary","central nervous system","Male","leptomycin B ; GSK461364 ; CR-1-31B ; ouabain ; panobinostat (FDA) ; rigosertib ; SR-II-138A ; AZD7762 (CTR) ; BI-2536 (CTR) ; doxorubicin (FDA)","GDC-0879 ; isonicotinohydroxamic acid ; purmorphamine ; NSC 74859 ; BRD-K88742110 ; linsitinib (CTR) ; dexamethasone ; BRD1378 ; SU11274 ; EX-527","379"
"463","KNS-62","Lung","Non-Small Cell Lung Cancer (NSCLC)",49,"Metastatic","central nervous system","Male","oligomycin A ; ouabain ; methotrexate (FDA) ; BRD-K97651142 ; dinaciclib ; leptomycin B ; CR-1-31B ; narciclasine ; omacetaxine mepesuccinate (FDA) ; panobinostat (FDA)","AC55649 ; MK-0752 ; BRD5468 ; MLN2480 ; GANT-61 ; EX-527 ; BRD-K51831558 ; SJ-172550 ; CBB-1007 ; NSC19630","420"
"464","KNS-81","Brain_CNS","Diffuse Glioma (DIFG)",65,"Primary","central nervous system","Male","brefeldin A ; ouabain ; AZD7762 (CTR) ; AZD8055 (CTR) ; foretinib (CTR) ; bardoxolone methyl ; MLN2238 ; methotrexate (FDA) ; CR-1-31B ; dasatinib (FDA)","ML334 diastereomer ; NSC19630 ; bendamustine (FDA) ; olaparib (FDA) ; BRD-K51490254 ; salermide ; NSC 74859 ; GDC-0879 ; BRD-K64610608 ; AZD7545","391"
